ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,nivelEscalamiento,UserInfo,tiempoResolucion
2511,Rotura,25-03-2024,Abierta,"['038-84-3179', '421-93-3209']",['1828'],Bajo,"[['Apolinar Godofredo Ferrándiz Hervia', 'manuelitacasado@dominguez.com', '+34746200217'], ['Leonel Del Catalá', 'hortensiahuertas@cerezo.es', '+34746503793']]",-1.0
2512,Desgaste,03-06-2024,Abierta,"['840-39-6053', '908-70-2594', '918-88-5469']",['6297'],Bajo,"[['Antonia Llorente', 'arizajoan@lopez.net', '+34727016758'], ['Jovita Amat', 'iroyo@coronado-alcaraz.es', '+34710992698'], ['Geraldo Español Barranco', 'zmorell@rovira.net', '+34709361411']]",-1.0
2513,Vandalismo,07-09-2024,Abierta,"['788-39-8876', '044-52-4825', '139-14-0785']",['14958'],Bajo,"[['Merche Quintero Álamo', 'chemaviana@sureda.net', '+34720573541'], ['Gisela Company Cruz', 'alfonso54@yahoo.com', '+34720873047'], ['Jorge Garrido', 'clarisavendrell@yahoo.com', '+34744225636']]",-1.0
2514,Vandalismo,08-02-2024,Abierta,['971-72-0593'],['2527'],Bajo,"[['Vinicio Lasa-salvador', 'ciriaco36@borras.org', '+34895652237']]",140.0
2515,Rotura,24-02-2024,Abierta,"['338-91-8435', '078-84-1449', '678-57-7124']",['3875'],Bajo,"[['Patricia Riquelme Alsina', 'evitagracia@jodar.es', '+34740774988'], ['Daniela Blanco Vigil', 'qpereira@esteban.es', '+34700615328'], ['José Cañete Sánchez', 'soller@yahoo.com', '+34742888587']]",74.0
2516,Desgaste,19-03-2024,Cerrada,"['492-17-8214', '587-21-0737']",['1366'],Bajo,"[['Paco Díez Cámara', 'gdominguez@yahoo.com', '+34746045571'], ['Jose Angel Santos', 'benaventdalila@silva.es', '+34715830677']]",135.0
2517,Vandalismo,20-04-2024,Cerrada,"['932-63-0955', '509-30-4997']",['10870'],Bajo,"[['Hipólito Ibañez Ferrando', 'escobarcebrian@terron.es', '+34725912169'], ['Jacinto Diaz Miralles', 'edmundo47@hotmail.com', '+34731179749']]",123.0
2518,Desgaste,09-01-2024,Abierta,"['927-36-0178', '261-89-3181', '905-00-9277']",['6356'],Bajo,"[['Heriberto Villalba Verdugo', 'bcampillo@iglesias.org', '+34857425380'], ['Lucila Perelló Ramirez', 'queromaura@hotmail.com', '+34899195416'], ['José Manuel Torrens Sanabria', 'coller@marin.com', '+34700573894']]",-1.0
2519,Desgaste,08-09-2024,Abierta,"['104-43-8205', '286-47-0896', '252-74-0317']","['278', '8961']",Bajo,"[['Severino Naranjo Cepeda', 'avidal@hotmail.com', '+34711491171'], ['Manuel Izaguirre Torre', 'rodriguezofelia@pastor-torrijos.com', '+34730563963'], ['Isabela Carbonell Bonet', 'nheras@gmail.com', '+34979465633']]",17.0
2520,Mal funcionamiento,14-08-2024,Abierta,"['366-20-4060', '872-22-1345']",['4901'],Bajo,"[['Luisa Baró Ibáñez', 'gallardojose@hotmail.com', '+34878572163'], ['Martina Menéndez Prada', 'fidelcapdevila@osorio-menendez.com', '+34730958775']]",45.0
2521,Rotura,22-04-2024,Cerrada,"['978-28-1309', '609-34-9430']",['8818'],Bajo,"[['Camila Carvajal Guardia', 'riveracarlota@yahoo.com', '+34629476283'], ['Marcos Zamorano Cases', 'escamillabernarda@bastida-barba.com', '+34730799653']]",49.0
2522,Desgaste,17-04-2024,Cerrada,['151-41-1474'],['5699'],Bajo,"[['Pepita Marí', 'sevillanograciana@portero-llamas.es', '+34605029532']]",-1.0
2523,Rotura,22-06-2024,Abierta,"['838-86-2859', '570-60-1091']",['3623'],Bajo,"[['Marcela Zurita Amigó', 'encarnacionsaldana@chaves-flores.org', '+34601151003'], ['Obdulia Rocamora Viñas', 'conradotomas@gmail.com', '+34963450261']]",-1.0
2524,Mal funcionamiento,06-06-2024,Cerrada,"['798-82-0739', '486-60-9544']",['10918'],Bajo,"[['Carmelita Iriarte Solano', 'balduinomanzanares@carbajo.es', '+34933211835'], ['Celso Almazán Catalán', 'arandaharoldo@yahoo.com', '+34811524826']]",60.0
2525,Rotura,05-04-2024,Abierta,"['500-07-8674', '059-62-4187']",['11370'],Bajo,"[['Fidel Fernández Martínez', 'silviasoler@gmail.com', '+34981304759'], ['Alfredo Cazorla Cano', 'amalia40@ordonez.es', '+34709900573']]",88.0
2526,Desgaste,20-09-2024,Abierta,"['057-49-2006', '914-65-8043', '722-53-0398']","['1336', '13356']",Bajo,"[['Dulce Pavón Reina', 'baroernesto@quiroga-mugica.com', '+34929389993'], ['Edgardo Bruno Zorrilla Marín', 'moraledajaime@gmail.com', '+34909554007'], ['Samanta Serna Alberto', 'dblazquez@suarez.com', '+34729062568']]",-1.0
2527,Desgaste,14-01-2024,Cerrada,"['853-33-3261', '576-49-3190']",['11918'],Bajo,"[['Coral Villanueva Murillo', 'ibanezseverino@serna-porta.com', '+34717271273'], ['Apolonia De Morales', 'pouvictoriano@berenguer-valcarcel.es', '+34748987938']]",114.0
2528,Mal funcionamiento,09-05-2024,Cerrada,"['477-05-4730', '604-56-8223']",['6190'],Bajo,"[['Nazaret Roldan Quesada', 'jose-antonio43@yahoo.com', '+34731538015'], ['Pili Revilla Córdoba', 'nicanorpol@gmail.com', '+34748732368']]",-1.0
2529,Desgaste,23-07-2024,Cerrada,"['409-93-7849', '626-12-0410', '846-19-2460']",['1168'],Bajo,"[['Iris María Ángeles Falcó Gimenez', 'pastoraaviles@gmail.com', '+34806866398'], ['Sosimo Cleto Garcés Guerrero', 'maximiano46@yahoo.com', '+34995085061'], ['Fidel Juárez Revilla', 'lladoisabela@gmail.com', '+34879808860']]",-1.0
2530,Rotura,28-01-2024,Cerrada,"['585-16-7977', '955-44-9003']","['3952', '12322']",Bajo,"[['Eutimio Canet Alegre', 'eliseo98@valenciano.org', '+34623104709'], ['Manolo Andreu Arcos', 'ester65@yahoo.com', '+34945202013']]",92.0
2531,Mal funcionamiento,02-12-2023,Cerrada,"['153-97-1509', '731-12-0841', '844-57-5852']",['9422'],Bajo,"[['Roberta De Guitart', 'fidela17@yahoo.com', '+34743794820'], ['Aurora De Quevedo', 'faustinoroda@peiro-almagro.es', '+34974381163'], ['Teodosio Cazorla Cerezo', 'dionisiaoller@leon.com', '+34712922041']]",24.0
2532,Desgaste,26-08-2024,Cerrada,"['518-40-5716', '898-07-5462']",['14177'],Bajo,"[['Aroa Gallo Alcalá', 'maritamacias@hotmail.com', '+34715758353'], ['Mauricio Pascual Zamorano', 'expositolorenzo@moya.es', '+34739083322']]",-1.0
2533,Rotura,22-03-2024,Abierta,"['497-94-3861', '670-28-5990']",['6834'],Bajo,"[['Julián Lumbreras-paniagua', 'almansajenaro@hotmail.com', '+34863790293'], ['Cecilio Pareja Tena', 'qlosada@nogues.es', '+34748231614']]",-1.0
2534,Vandalismo,20-02-2024,Abierta,"['865-12-2214', '470-20-7278', '908-33-2856']",['7859'],Bajo,"[['Roberta Del Espada', 'celestino84@vigil.com', '+34676475727'], ['Micaela Valenciano Medina', 'xbustamante@yahoo.com', '+34941768183'], ['Yolanda Salas Marco', 'torrecarla@santana.es', '+34719711404']]",-1.0
2535,Desgaste,22-01-2024,Abierta,['884-62-3372'],['11872'],Bajo,"[['Luís Rios Carpio', 'noe62@yahoo.com', '+34819387350']]",104.0
2536,Vandalismo,14-09-2024,Abierta,"['716-83-1508', '977-83-6260', '883-16-0751']",['2339'],Bajo,"[['Flora Olivé Roldán', 'jorgegalvez@hotmail.com', '+34702170963'], ['Maribel De Casares', 'onofre26@gutierrez.es', '+34731867453'], ['Fabio Elpidio León Andrés', 'jordana96@zurita-perales.org', '+34722387124']]",-1.0
2537,Rotura,18-02-2024,Abierta,['902-97-7940'],['10099'],Bajo,"[['Xiomara Cabo Ramirez', 'maximino50@calleja.es', '+34714015631']]",-1.0
2538,Vandalismo,07-09-2024,Abierta,"['902-82-8769', '204-30-3252', '372-42-1365']",['9593'],Bajo,"[['Alexandra Cortina Pont', 'clarisa59@gmail.com', '+34701876523'], ['Eulalia De Llobet', 'anguloborja@porras-bosch.es', '+34742206682'], ['Victor Manuel Rios Noguera', 'carenas@pacheco.es', '+34871435488']]",-1.0
2539,Mal funcionamiento,14-11-2023,Abierta,"['561-26-1646', '692-92-4015', '756-51-8522']","['56', '774']",Bajo,"[['Miguela Cuervo Vélez', 'maribelpareja@iriarte-almazan.org', '+34730950382'], ['Camila Patricia Montenegro Portero', 'carmelita89@gmail.com', '+34897025485'], ['Leandra Millán Pina', 'climaco38@echevarria.es', '+34714824172']]",291.0
2540,Mal funcionamiento,17-05-2024,Abierta,"['159-84-3229', '680-15-9271']",['5564'],Bajo,"[['Angelino Lladó Aragón', 'gervasio17@torrens.es', '+34929415608'], ['Severino Pareja Salamanca', 'apozo@barranco.org', '+34684420385']]",120.0
2541,Mal funcionamiento,06-03-2024,Cerrada,"['410-75-6717', '947-22-0153', '568-33-5533']",['5557'],Bajo,"[['Nacho Pelayo Carvajal', 'luis23@falcon-sebastian.com', '+34738975071'], ['Rocío Céspedes-sainz', 'nievesjimenez@villena.es', '+34715440949'], ['Melchor Cabezas Narváez', 'oplana@yahoo.com', '+34708425420']]",-1.0
2542,Vandalismo,22-11-2023,Cerrada,"['970-97-4230', '087-03-5895', '197-20-1401']",['11490'],Bajo,"[['Nilda Lara Beltrán Villar', 'alondra59@aller-galvan.com', '+34736361988'], ['Samuel Martinez Benavent', 'graciaespinosa@gmail.com', '+34711786751'], ['Susanita Alfaro Álamo', 'priegochuy@blazquez.org', '+34736279660']]",9.0
2543,Vandalismo,15-01-2024,Cerrada,"['223-61-8959', '014-88-5736']",['13451'],Bajo,"[['Julia Mariana Asenjo Marin', 'andressosa@agudo-soria.net', '+34718461239'], ['Teodosio Cruz Leiva Haro', 'sosimo70@pineda.com', '+34724228459']]",239.0
2544,Desgaste,04-04-2024,Abierta,"['126-62-4060', '337-22-7697', '197-89-9817']","['10190', '10207']",Bajo,"[['Lucía Martorell Alvarado', 'fcarmona@tirado.com', '+34746177993'], ['Ignacio Plana Juan', 'german95@gmail.com', '+34920776054'], ['Trini Perla Fábregas Lobato', 'almansaisaura@borrell-galvan.net', '+34700479707']]",178.0
2545,Mal funcionamiento,05-12-2024,Abierta,['062-53-3440'],['12541'],Bajo,"[['Aroa Santamaria Aragonés', 'pastora99@hotmail.com', '+34725734056']]",-1.0
2546,Rotura,11-03-2023,Cerrada,"['788-17-6530', '657-85-4966']","['10934', '12306']",Bajo,"[['Gervasio Benítez Blanca', 'rarnal@hotmail.com', '+34859540564'], ['Roque Bonet Roda', 'efrain51@gmail.com', '+34727868548']]",570.0
2547,Rotura,09-10-2024,Abierta,"['936-82-9528', '565-10-5361', '769-22-3030']","['6213', '10010']",Bajo,"[['Ainara Bellido Morante', 'adan14@sedano.com', '+34804858907'], ['Dora Escrivá-ropero', 'carrillosilvia@yahoo.com', '+34737601443'], ['Buenaventura Pol Isern', 'hurtadomartina@mancebo.es', '+34708546063']]",-1.0
2548,Rotura,23-08-2024,Cerrada,"['733-45-0649', '261-20-2753']",['3203'],Bajo,"[['Rico Pujadas Pinedo', 'geraldo19@hotmail.com', '+34809135860'], ['Arcelia Zurita Escobar', 'manu87@carrera-estrada.com', '+34687261237']]",-1.0
2549,Mal funcionamiento,20-03-2024,Abierta,"['870-86-5770', '859-45-6969']","['10628', '12945']",Bajo,"[['Clotilde Olga Martín Sala', 'rfigueras@santiago.es', '+34698784129'], ['Leocadia De Ocaña', 'ssalvador@gmail.com', '+34707842567']]",-1.0
2550,Rotura,14-03-2024,Cerrada,"['337-22-3494', '497-66-4233', '292-55-9618']",['734'],Bajo,"[['Marciano Aguirre Fiol', 'jovermaximiano@yahoo.com', '+34680280300'], ['Berto De Machado', 'marinoriba@segui.es', '+34708518494'], ['Alonso Carrión', 'evitasotelo@merino.es', '+34687170267']]",43.0
2551,Rotura,18-09-2024,Cerrada,"['478-71-9139', '786-12-5397', '615-75-5877']",['12041'],Bajo,"[['Leire Cervantes Olmedo', 'benjaminvilla@yahoo.com', '+34816191494'], ['Merche Gomila Lasa', 'cristina22@yahoo.com', '+34714032789'], ['Sebastián Menéndez Blazquez', 'consuelaamador@yahoo.com', '+34739352822']]",-1.0
2552,Rotura,30-09-2024,Abierta,['065-86-2552'],"['2611', '14049']",Bajo,"[['Fabián Del Castillo', 'iniguezarcelia@hotmail.com', '+34827847968']]",-1.0
2553,Mal funcionamiento,08-03-2024,Abierta,['220-88-0126'],['9959'],Bajo,"[['Adoración Sala Iriarte', 'pepitaelorza@vazquez.es', '+34880083477']]",119.0
2554,Vandalismo,26-10-2023,Abierta,"['556-16-8404', '506-60-9615', '204-94-4924']",['12704'],Bajo,"[['Armando Borrell Gámez', 'isidoro17@gmail.com', '+34816110053'], ['Fidel Piquer-mendez', 'vicenta66@castillo.com', '+34862026498'], ['Leoncio Mateo Izaguirre', 'chusmarti@bermejo-castell.com', '+34710074015']]",-1.0
2555,Rotura,05-02-2024,Abierta,['671-54-9984'],['6394'],Bajo,"[['Roxana Del Olivera', 'faroca@gmail.com', '+34723911433']]",62.0
2556,Desgaste,06-12-2023,Abierta,['753-87-8349'],['7535'],Bajo,"[['Albert Guitart Casanovas', 'cvina@castejon.es', '+34908408701']]",241.0
2557,Vandalismo,11-12-2023,Cerrada,['074-99-3281'],['13537'],Bajo,"[['Gilberto Serrano Bas', 'galosarmiento@gmail.com', '+34633881264']]",147.0
2558,Desgaste,27-02-2024,Cerrada,"['293-50-0715', '502-72-9545']",['2515'],Bajo,"[['Eutropio Miguel Ángel Cepeda Tena', 'rodolfocorrea@pinol-vives.es', '+34859999163'], ['Valerio Del Abellán', 'caboafrica@gmail.com', '+34730888234']]",-1.0
2559,Desgaste,09-12-2024,Cerrada,"['135-06-3502', '377-40-2345', '848-42-9801']",['4805'],Bajo,"[['Alex Contreras Mora', 'romulo53@gmail.com', '+34738422077'], ['Guillermo De Julián', 'sanmiguellara@barcelo.com', '+34701654009'], ['Encarnación Gual Maza', 'ipuente@gmail.com', '+34729422149']]",-1.0
2560,Desgaste,10-02-2024,Abierta,['056-70-2294'],['5783'],Bajo,"[['Ovidio Del Artigas', 'zclavero@yahoo.com', '+34719398714']]",149.0
2561,Rotura,09-06-2024,Cerrada,"['553-81-1302', '145-98-6351']",['7778'],Bajo,"[['Pancho Cabo-somoza', 'acalvet@botella.com', '+34715639631'], ['Osvaldo Alonso Rocha', 'mrosales@yahoo.com', '+34703104610']]",-1.0
2562,Rotura,30-04-2024,Cerrada,['733-12-4458'],"['1729', '14677']",Bajo,"[['Raúl Iriarte Garriga', 'priscilapedrosa@yahoo.com', '+34706379859']]",83.0
2563,Vandalismo,05-09-2024,Cerrada,['128-68-7738'],['14423'],Bajo,"[['Lupita Ana Moll Mármol', 'toniespada@yahoo.com', '+34931334314']]",-1.0
2564,Desgaste,19-01-2024,Cerrada,"['448-99-4933', '090-08-3238']",['2030'],Bajo,"[['Jonatan Del Moya', 'anselmamendizabal@yahoo.com', '+34727768971'], ['Roberta Del Poza', 'osvaldoalvarez@hotmail.com', '+34686554373']]",129.0
2565,Vandalismo,09-01-2024,Abierta,"['374-76-8245', '492-84-0674']",['13503'],Bajo,"[['Alberto Bermudez', 'salomon01@gmail.com', '+34744412839'], ['Nicodemo Martín-castrillo', 'leandra57@valero-gascon.es', '+34735031830']]",41.0
2566,Mal funcionamiento,12-04-2024,Abierta,"['172-13-2882', '910-96-1911']","['6400', '14257']",Bajo,"[['Juan Bautista Del Iriarte', 'garcesruben@segarra-blanco.es', '+34746526008'], ['Sofía Chaves Sales', 'garagon@bertran.com', '+34613908244']]",169.0
2567,Mal funcionamiento,04-04-2024,Abierta,"['864-81-6061', '998-27-7374', '387-40-1780']","['344', '4060']",Bajo,"[['Edgardo Leonel Luna Martín', 'psarabia@tudela.es', '+34934317302'], ['Aristides Sáenz-castro', 'agulloeufemia@hotmail.com', '+34603163191'], ['Jessica Guzman Menéndez', 'xalegre@gmail.com', '+34732019977']]",-1.0
2568,Mal funcionamiento,10-02-2024,Abierta,"['490-68-1600', '417-32-7917', '386-98-1931']",['12961'],Bajo,"[['Olimpia Yáñez Cueto', 'carmelitaandrade@gmail.com', '+34702053423'], ['Gustavo Pareja Pereira', 'villanuevaabril@hotmail.com', '+34730806759'], ['Vasco Delgado-fajardo', 'lrodriguez@yahoo.com', '+34720692523']]",188.0
2569,Mal funcionamiento,04-04-2024,Cerrada,"['537-41-7732', '643-84-1316', '895-26-9047']",['4986'],Bajo,"[['Custodio Félix Colom Fuertes', 'figuerolajavier@yahoo.com', '+34691274575'], ['Georgina Hortensia Ferrández Mateu', 'julianamacias@ramirez.es', '+34746050775'], ['Lucila Perez Escribano', 'georginacaparros@quevedo.com', '+34733471602']]",4.0
2570,Desgaste,28-02-2024,Cerrada,"['262-87-9591', '410-75-6717', '268-56-6482']","['2389', '2457']",Bajo,"[['Serafina Molins Agudo', 'escrivasebastian@urrutia.es', '+34965667703'], ['Nacho Pelayo Carvajal', 'luis23@falcon-sebastian.com', '+34738975071'], ['Máxima Ayuso Blanca', 'ucampillo@yahoo.com', '+34731460865']]",94.0
2571,Desgaste,24-07-2024,Cerrada,"['490-68-1600', '694-00-4660']",['5408'],Bajo,"[['Olimpia Yáñez Cueto', 'carmelitaandrade@gmail.com', '+34702053423'], ['Evaristo Del Chamorro', 'adelardoocana@yahoo.com', '+34714816973']]",-1.0
2572,Vandalismo,03-09-2024,Cerrada,"['193-50-9275', '043-79-2972']","['591', '9720']",Bajo,"[['Soledad Del Cabo', 'jose-miguelcamacho@gmail.com', '+34843982400'], ['Berto Carnero Tirado', 'trivera@zorrilla.es', '+34712963130']]",-1.0
2573,Rotura,24-06-2024,Cerrada,"['126-46-4843', '876-57-8836']",['3719'],Bajo,"[['Lucila Ribas Valentín', 'morcillovisitacion@gmail.com', '+34839961840'], ['Áurea De Pomares', 'blancoelisa@yahoo.com', '+34855049154']]",37.0
2574,Desgaste,10-02-2024,Cerrada,"['656-16-2921', '152-72-0430']",['442'],Bajo,"[['Florencio Padilla Garcés', 'marinjoaquina@yahoo.com', '+34699331536'], ['Ale Bueno-cases', 'vinicio17@cortes.com', '+34944163365']]",-1.0
2575,Desgaste,07-04-2024,Cerrada,['429-31-2227'],['4787'],Bajo,"[['Candelaria Luisa Bayo Simó', 'itoro@fernandez.net', '+34809688638']]",-1.0
2576,Mal funcionamiento,25-01-2024,Cerrada,['979-05-3776'],"['2396', '14482']",Bajo,"[['Victor Vallejo Bello', 'raimundo56@falcon.es', '+34738852112']]",230.0
2577,Desgaste,25-11-2023,Abierta,"['968-93-1898', '212-06-1925']",['6661'],Bajo,"[['Enrique Peral Arco', 'brigida77@gmail.com', '+34945565376'], ['Calisto Zurita Baquero', 'teodosioestrada@berrocal.es', '+34894827114']]",185.0
2578,Rotura,31-01-2024,Abierta,['214-35-6929'],"['13480', '14251']",Bajo,"[['Julia Montero Riera', 'maristelariquelme@yahoo.com', '+34700448334']]",-1.0
2579,Vandalismo,27-06-2024,Cerrada,"['212-99-9567', '026-16-0826']",['10734'],Bajo,"[['Ruperto Guzmán Agudo', 'rcuesta@franch-bernat.es', '+34948257297'], ['Íngrid De Moles', 'aurelio77@yahoo.com', '+34711398035']]",-1.0
2580,Vandalismo,20-01-2024,Abierta,"['089-75-5459', '733-63-5794', '015-16-3967']",['2643'],Bajo,"[['Lucas Muñoz', 'domingapintor@carmona.com', '+34883590463'], ['Nerea Serra Pedrero', 'cazorlajoel@gmail.com', '+34702441014'], ['Maxi Milla Lloret', 'ceciliocaballero@hotmail.com', '+34734939193']]",-1.0
2581,Desgaste,07-08-2024,Abierta,"['539-06-1461', '646-47-3383', '272-96-0593']",['2417'],Bajo,"[['Jose Ramón Gutierrez Granados', 'ybarral@yahoo.com', '+34743170927'], ['Jesús Ramos-medina', 'qjorda@gmail.com', '+34747614912'], ['Raúl Del Huguet', 'fabregasmacaria@yahoo.com', '+34611142040']]",-1.0
2582,Desgaste,04-06-2024,Abierta,['202-40-9105'],['11638'],Bajo,"[['Alba Del Gascón', 'alma58@tejedor-costa.es', '+34734870181']]",38.0
2583,Desgaste,29-05-2024,Abierta,['004-23-5809'],['674'],Bajo,"[['Ramona Flor Raya', 'porceleliana@reguera-cuenca.com', '+34713416260']]",-1.0
2584,Vandalismo,21-04-2024,Abierta,"['329-98-1190', '395-29-3851']","['215', '13707']",Bajo,"[['Alejandra Plana Macías', 'ramona74@hotmail.com', '+34747880336'], ['Marcela Hidalgo Salom', 'edu81@gmail.com', '+34678347444']]",-1.0
2585,Vandalismo,03-02-2024,Cerrada,"['952-03-8146', '685-11-6053', '291-71-0393']",['4290'],Bajo,"[['Pancho Cortes Diego', 'garcesjoaquin@hotmail.com', '+34801426875'], ['Carla Aroca Criado', 'eduardovalencia@gmail.com', '+34747961940'], ['Rita Dionisia Morell Peinado', 'ecanals@yahoo.com', '+34721790459']]",230.0
2586,Vandalismo,10-09-2024,Cerrada,"['658-94-3999', '378-37-9515', '336-46-6118']",['6873'],Bajo,"[['Olegario Ferrer Amaya', 'pconde@palau-galiano.com', '+34735220014'], ['José Luis Canales Morán', 'batallabasilio@galan.es', '+34735305341'], ['Donato Chema Ponce Losada', 'manualeman@yahoo.com', '+34717471059']]",-1.0
2587,Desgaste,24-12-2023,Abierta,"['255-47-8286', '611-66-3464', '359-19-6967']",['11787'],Bajo,"[['Belén De Lumbreras', 'escobarrosalia@barrena.com', '+34915073232'], ['José Antonio Pulido-marcos', 'pintorrosalva@hotmail.com', '+34743174399'], ['Felipe Albero Martorell', 'fabregasalbert@gmail.com', '+34721679521']]",153.0
2588,Rotura,15-07-2024,Cerrada,"['339-00-9481', '496-57-5968']","['2855', '12014']",Bajo,"[['Ana Belén Llano Mesa', 'bernarda13@alegria.es', '+34911587749'], ['Román Girón Murcia', 'jose-francisco95@hotmail.com', '+34616859803']]",35.0
2589,Mal funcionamiento,16-07-2024,Abierta,['884-27-8639'],['1889'],Bajo,"[['Aurelia Calderón', 'lrico@hotmail.com', '+34740028689']]",-1.0
2590,Rotura,30-01-2024,Cerrada,['065-45-8214'],['6936'],Bajo,"[['Luciano Cardona-andreu', 'zcuadrado@gmail.com', '+34703117386']]",16.0
2591,Vandalismo,10-08-2024,Cerrada,"['543-06-3252', '007-04-5019']",['13066'],Bajo,"[['Cruz Sancho', 'maxi65@arnau.es', '+34988708539'], ['Kike Luis Aguilera Arana', 'tamaranunez@hotmail.com', '+34733194771']]",-1.0
2592,Mal funcionamiento,09-10-2024,Abierta,['151-78-7213'],"['6351', '6931']",Bajo,"[['Eutropio Salmerón Garmendia', 'torreani@llamas.com', '+34995059200']]",-1.0
2593,Desgaste,22-01-2024,Abierta,"['342-12-9340', '696-25-0091', '157-54-5781']",['2909'],Bajo,"[['Melisa Felisa Jara Vendrell', 'reginarius@gmail.com', '+34718881587'], ['Verónica Expósito Gallardo', 'romansosimo@jauregui.com', '+34749618487'], ['Germán Segarra Morales', 'ztorre@rivero-palomar.net', '+34967852716']]",83.0
2594,Mal funcionamiento,09-05-2024,Cerrada,"['115-45-2931', '428-89-4284']","['7277', '10057']",Bajo,"[['Alfredo Vaquero', 'leoncio52@casal.es', '+34718490535'], ['Maura Pou', 'guadalupe79@gmail.com', '+34973178170']]",104.0
2595,Rotura,09-11-2023,Abierta,"['687-80-6687', '348-66-7343']","['11059', '11377']",Bajo,"[['Salomón Iglesia-naranjo', 'teodosiopenalver@tapia.com', '+34708066106'], ['Matías Marí Larrañaga', 'andreualonso@gmail.com', '+34735320149']]",223.0
2596,Vandalismo,27-08-2024,Cerrada,"['688-23-1381', '798-92-1043', '038-84-3179']",['10195'],Bajo,"[['Máxima Medina Agullo', 'renata88@gmail.com', '+34730454314'], ['José Mari Gonzalo-agudo', 'rafaelaherrera@hotmail.com', '+34727849848'], ['Apolinar Godofredo Ferrándiz Hervia', 'manuelitacasado@dominguez.com', '+34746200217']]",-1.0
2597,Rotura,26-09-2024,Cerrada,"['938-29-7892', '820-37-5623']",['841'],Bajo,"[['Fernanda Godoy Cabañas', 'blascoalejo@alberola.es', '+34700153045'], ['Darío Dan Cantón Azcona', 'paola81@noriega-pedraza.es', '+34714811359']]",-1.0
